Position,D1_1,D12_1,N2_D6_1
4191,8.54E-01,8.98E-01,-1.48E-01
4192,8.54E-01,8.98E-01,-1.48E-01
4193,8.54E-01,9.00E-01,-1.49E-01
4194,8.56E-01,8.97E-01,-1.49E-01
4195,8.54E-01,9.00E-01,-1.49E-01
4196,8.54E-01,8.98E-01,-1.49E-01
4197,8.54E-01,8.98E-01,-1.48E-01
4198,8.54E-01,9.00E-01,-1.48E-01
4199,8.54E-01,9.00E-01,-1.49E-01
4200,8.53E-01,8.98E-01,-1.49E-01
4201,8.54E-01,9.00E-01,-1.48E-01
4202,8.54E-01,8.98E-01,-1.49E-01
4203,8.54E-01,8.98E-01,-1.49E-01
4204,8.54E-01,9.00E-01,-1.49E-01
4205,8.54E-01,8.98E-01,-1.49E-01
4206,8.56E-01,8.98E-01,-1.49E-01
4207,8.54E-01,9.00E-01,-1.49E-01
4208,8.56E-01,9.00E-01,-1.49E-01
4209,8.54E-01,8.98E-01,-1.49E-01
4210,8.54E-01,9.00E-01,-1.49E-01
4211,8.54E-01,8.98E-01,-1.49E-01
4212,8.54E-01,8.98E-01,-1.49E-01
4213,8.54E-01,9.00E-01,-1.50E-01
4214,8.54E-01,9.00E-01,-1.49E-01
4215,8.54E-01,9.00E-01,-1.49E-01
4216,8.53E-01,9.00E-01,-1.50E-01
4217,8.54E-01,8.98E-01,-1.49E-01
4218,8.54E-01,8.98E-01,-1.50E-01
4219,8.54E-01,9.00E-01,-1.50E-01
4220,8.54E-01,9.00E-01,-1.50E-01
4221,8.53E-01,9.00E-01,-1.50E-01
4222,8.54E-01,8.98E-01,-1.49E-01
4223,8.54E-01,9.00E-01,-1.50E-01
4224,8.53E-01,9.00E-01,-1.50E-01
4225,8.52E-01,8.98E-01,-1.50E-01
4226,8.53E-01,9.00E-01,-1.51E-01
4227,8.53E-01,9.00E-01,-1.51E-01
4228,8.53E-01,9.00E-01,-1.50E-01
4229,8.53E-01,8.98E-01,-1.50E-01
4230,8.54E-01,9.00E-01,-1.51E-01
4231,8.54E-01,8.98E-01,-1.51E-01
4232,8.53E-01,9.00E-01,-1.51E-01
4233,8.53E-01,9.00E-01,-1.50E-01
4234,8.53E-01,9.00E-01,-1.51E-01
4235,8.53E-01,8.98E-01,-1.51E-01
4236,8.52E-01,9.00E-01,-1.50E-01
4237,8.53E-01,8.98E-01,-1.51E-01
4238,8.52E-01,9.00E-01,-1.51E-01
4239,8.53E-01,9.00E-01,-1.51E-01
4240,8.53E-01,9.00E-01,-1.51E-01
4241,8.52E-01,8.98E-01,-1.51E-01
4242,8.53E-01,8.98E-01,-1.51E-01
4243,8.52E-01,8.98E-01,-1.53E-01
4244,8.53E-01,9.00E-01,-1.51E-01
4245,8.52E-01,8.98E-01,-1.53E-01
4246,8.52E-01,8.98E-01,-1.51E-01
4247,8.52E-01,8.98E-01,-1.51E-01
4248,8.52E-01,9.00E-01,-1.51E-01
4249,8.53E-01,8.98E-01,-1.53E-01
4250,8.53E-01,8.98E-01,-1.53E-01
4251,8.53E-01,8.98E-01,-1.51E-01
4252,8.53E-01,8.98E-01,-1.53E-01
4253,8.51E-01,8.98E-01,-1.53E-01
4254,8.53E-01,8.98E-01,-1.51E-01
4255,8.53E-01,8.98E-01,-1.53E-01
4256,8.52E-01,8.98E-01,-1.51E-01
4257,8.52E-01,8.98E-01,-1.53E-01
4258,8.52E-01,8.97E-01,-1.53E-01
4259,8.52E-01,8.98E-01,-1.54E-01
4260,8.52E-01,8.97E-01,-1.51E-01
4261,8.52E-01,8.98E-01,-1.51E-01
4262,8.52E-01,8.98E-01,-1.53E-01
4263,8.52E-01,8.98E-01,-1.53E-01
4264,8.52E-01,8.98E-01,-1.51E-01
4265,8.52E-01,8.98E-01,-1.53E-01
4266,8.52E-01,8.98E-01,-1.51E-01
4267,8.52E-01,8.98E-01,-1.51E-01
4268,8.52E-01,8.98E-01,-1.53E-01
4269,8.52E-01,8.98E-01,-1.53E-01
4270,8.52E-01,8.97E-01,-1.53E-01
4271,8.51E-01,8.97E-01,-1.53E-01
4272,8.51E-01,8.97E-01,-1.54E-01
4273,8.51E-01,8.97E-01,-1.54E-01
4274,8.51E-01,8.98E-01,-1.53E-01
4275,8.51E-01,8.97E-01,-1.53E-01
4276,8.51E-01,8.98E-01,-1.53E-01
4277,8.51E-01,8.98E-01,-1.53E-01
4278,8.51E-01,8.97E-01,-1.53E-01
4279,8.51E-01,8.97E-01,-1.54E-01
4280,8.51E-01,8.98E-01,-1.53E-01
4281,8.51E-01,8.97E-01,-1.53E-01
4282,8.51E-01,8.97E-01,-1.54E-01
4283,8.50E-01,8.97E-01,-1.54E-01
4284,8.51E-01,8.97E-01,-1.54E-01
4285,8.51E-01,8.97E-01,-1.53E-01
4286,8.51E-01,8.97E-01,-1.54E-01
4287,8.52E-01,8.97E-01,-1.54E-01
4288,8.51E-01,8.96E-01,-1.53E-01
4289,8.52E-01,8.96E-01,-1.54E-01
4290,8.51E-01,8.96E-01,-1.53E-01
4291,8.51E-01,8.97E-01,-1.53E-01
4292,8.51E-01,8.96E-01,-1.54E-01
4293,8.51E-01,8.97E-01,-1.53E-01
4294,8.51E-01,8.96E-01,-1.54E-01
4295,8.51E-01,8.96E-01,-1.54E-01
4296,8.51E-01,8.97E-01,-1.54E-01
4297,8.51E-01,8.97E-01,-1.54E-01
4298,8.51E-01,8.96E-01,-1.53E-01
4299,8.51E-01,8.95E-01,-1.54E-01
4300,8.51E-01,8.95E-01,-1.54E-01
4301,8.51E-01,8.96E-01,-1.53E-01
4302,8.51E-01,8.95E-01,-1.53E-01
4303,8.52E-01,8.96E-01,-1.53E-01
4304,8.51E-01,8.95E-01,-1.55E-01
4305,8.51E-01,8.95E-01,-1.54E-01
4306,8.52E-01,8.95E-01,-1.54E-01
4307,8.51E-01,8.96E-01,-1.53E-01
4308,8.51E-01,8.96E-01,-1.54E-01
4309,8.51E-01,8.95E-01,-1.54E-01
4310,8.52E-01,8.95E-01,-1.54E-01
4311,8.51E-01,8.95E-01,-1.55E-01
4312,8.51E-01,8.95E-01,-1.55E-01
4313,8.51E-01,8.95E-01,-1.54E-01
4314,8.51E-01,8.96E-01,-1.54E-01
4315,8.51E-01,8.96E-01,-1.54E-01
4316,8.50E-01,8.95E-01,-1.54E-01
4317,8.51E-01,8.95E-01,-1.54E-01
4318,8.51E-01,8.95E-01,-1.54E-01
4319,8.51E-01,8.95E-01,-1.55E-01
4320,8.51E-01,8.95E-01,-1.55E-01
4321,8.52E-01,8.95E-01,-1.54E-01
4322,8.51E-01,8.95E-01,-1.54E-01
4323,8.51E-01,8.95E-01,-1.54E-01
4324,8.51E-01,8.95E-01,-1.55E-01
4325,8.51E-01,8.95E-01,-1.55E-01
4326,8.50E-01,8.95E-01,-1.54E-01
4327,8.50E-01,8.96E-01,-1.54E-01
4328,8.51E-01,8.96E-01,-1.54E-01
4329,8.50E-01,8.96E-01,-1.54E-01
4330,8.51E-01,8.96E-01,-1.54E-01
4331,8.50E-01,8.95E-01,-1.54E-01
4332,8.51E-01,8.96E-01,-1.54E-01
4333,8.50E-01,8.95E-01,-1.55E-01
4334,8.50E-01,8.95E-01,-1.54E-01
4335,8.50E-01,8.95E-01,-1.54E-01
4336,8.51E-01,8.96E-01,-1.55E-01
4337,8.50E-01,8.96E-01,-1.55E-01
4338,8.50E-01,8.95E-01,-1.55E-01
4339,8.50E-01,8.95E-01,-1.55E-01
4340,8.51E-01,8.95E-01,-1.55E-01
4341,8.50E-01,8.95E-01,-1.55E-01
4342,8.50E-01,8.95E-01,-1.55E-01
4343,8.50E-01,8.95E-01,-1.55E-01
4344,8.50E-01,8.94E-01,-1.54E-01
4345,8.50E-01,8.95E-01,-1.55E-01
4346,8.50E-01,8.95E-01,-1.54E-01
4347,8.50E-01,8.96E-01,-1.55E-01
4348,8.50E-01,8.95E-01,-1.55E-01
4349,8.50E-01,8.96E-01,-1.55E-01
4350,8.50E-01,8.95E-01,-1.55E-01
4351,8.50E-01,8.95E-01,-1.55E-01
4352,8.50E-01,8.95E-01,-1.55E-01
4353,8.48E-01,8.95E-01,-1.55E-01
4354,8.50E-01,8.94E-01,-1.55E-01
4355,8.51E-01,8.94E-01,-1.55E-01
4356,8.48E-01,8.94E-01,-1.55E-01
4357,8.48E-01,8.95E-01,-1.55E-01
4358,8.48E-01,8.95E-01,-1.56E-01
4359,8.48E-01,8.95E-01,-1.55E-01
4360,8.48E-01,8.95E-01,-1.55E-01
4361,8.48E-01,8.95E-01,-1.55E-01
4362,8.48E-01,8.94E-01,-1.55E-01
4363,8.48E-01,8.95E-01,-1.55E-01
4364,8.47E-01,8.94E-01,-1.55E-01
4365,8.50E-01,8.94E-01,-1.56E-01
4366,8.48E-01,8.94E-01,-1.56E-01
4367,8.48E-01,8.94E-01,-1.55E-01
4368,8.48E-01,8.94E-01,-1.56E-01
4369,8.50E-01,8.94E-01,-1.56E-01
4370,8.48E-01,8.94E-01,-1.56E-01
4371,8.47E-01,8.94E-01,-1.55E-01
4372,8.48E-01,8.94E-01,-1.56E-01
4373,8.48E-01,8.94E-01,-1.55E-01
4374,8.48E-01,8.94E-01,-1.56E-01
4375,8.47E-01,8.95E-01,-1.57E-01
4376,8.47E-01,8.94E-01,-1.56E-01
4377,8.48E-01,8.94E-01,-1.57E-01
4378,8.47E-01,8.94E-01,-1.56E-01
4379,8.48E-01,8.94E-01,-1.56E-01
4380,8.47E-01,8.94E-01,-1.57E-01
4381,8.48E-01,8.94E-01,-1.56E-01
4382,8.48E-01,8.94E-01,-1.57E-01
4383,8.48E-01,8.94E-01,-1.56E-01
4384,8.47E-01,8.94E-01,-1.56E-01
4385,8.46E-01,8.94E-01,-1.57E-01
4386,8.47E-01,8.92E-01,-1.56E-01
4387,8.47E-01,8.92E-01,-1.57E-01
4388,8.47E-01,8.92E-01,-1.57E-01
4389,8.47E-01,8.92E-01,-1.57E-01
4390,8.47E-01,8.92E-01,-1.57E-01
4391,8.47E-01,8.92E-01,-1.57E-01
4392,8.47E-01,8.94E-01,-1.57E-01
4393,8.47E-01,8.92E-01,-1.56E-01
4394,8.47E-01,8.91E-01,-1.57E-01
4395,8.46E-01,8.92E-01,-1.57E-01
4396,8.47E-01,8.92E-01,-1.57E-01
4397,8.47E-01,8.92E-01,-1.57E-01
4398,8.46E-01,8.92E-01,-1.57E-01
4399,8.47E-01,8.92E-01,-1.57E-01
4400,8.47E-01,8.92E-01,-1.57E-01
4401,8.48E-01,8.92E-01,-1.57E-01
4402,8.47E-01,8.91E-01,-1.57E-01
4403,8.46E-01,8.92E-01,-1.57E-01
4404,8.46E-01,8.91E-01,-1.57E-01
4405,8.46E-01,8.92E-01,-1.57E-01
4406,8.47E-01,8.92E-01,-1.56E-01
4407,8.48E-01,8.91E-01,-1.57E-01
4408,8.46E-01,8.92E-01,-1.57E-01
4409,8.47E-01,8.92E-01,-1.57E-01
4410,8.47E-01,8.91E-01,-1.57E-01
4411,8.46E-01,8.91E-01,-1.57E-01
4412,8.48E-01,8.91E-01,-1.57E-01
4413,8.47E-01,8.90E-01,-1.57E-01
4414,8.48E-01,8.91E-01,-1.57E-01
4415,8.47E-01,8.91E-01,-1.57E-01
4416,8.47E-01,8.91E-01,-1.57E-01
4417,8.47E-01,8.90E-01,-1.59E-01
4418,8.47E-01,8.90E-01,-1.57E-01
4419,8.48E-01,8.90E-01,-1.57E-01
4420,8.48E-01,8.90E-01,-1.57E-01
4421,8.47E-01,8.90E-01,-1.57E-01
4422,8.48E-01,8.91E-01,-1.57E-01
4423,8.47E-01,8.91E-01,-1.57E-01
4424,8.47E-01,8.91E-01,-1.56E-01
4425,8.47E-01,8.90E-01,-1.57E-01
4426,8.47E-01,8.90E-01,-1.57E-01
4427,8.47E-01,8.91E-01,-1.57E-01
4428,8.47E-01,8.91E-01,-1.57E-01
4429,8.48E-01,8.90E-01,-1.57E-01
4430,8.47E-01,8.91E-01,-1.57E-01
4431,8.47E-01,8.91E-01,-1.57E-01
4432,8.47E-01,8.90E-01,-1.57E-01
4433,8.47E-01,8.90E-01,-1.57E-01
4434,8.48E-01,8.91E-01,-1.57E-01
4435,8.47E-01,8.90E-01,-1.57E-01
4436,8.47E-01,8.90E-01,-1.57E-01
4437,8.47E-01,8.90E-01,-1.57E-01
4438,8.47E-01,8.89E-01,-1.57E-01
4439,8.47E-01,8.90E-01,-1.57E-01
4440,8.47E-01,8.90E-01,-1.57E-01
4441,8.48E-01,8.90E-01,-1.59E-01
4442,8.47E-01,8.91E-01,-1.57E-01
4443,8.46E-01,8.91E-01,-1.57E-01
4444,8.47E-01,8.91E-01,-1.57E-01
4445,8.47E-01,8.91E-01,-1.59E-01
4446,8.46E-01,8.91E-01,-1.57E-01
4447,8.48E-01,8.91E-01,-1.59E-01
4448,8.48E-01,8.91E-01,-1.57E-01
4449,8.46E-01,8.91E-01,-1.57E-01
4450,8.47E-01,8.91E-01,-1.57E-01
4451,8.46E-01,8.91E-01,-1.57E-01
4452,8.47E-01,8.91E-01,-1.56E-01
4453,8.47E-01,8.91E-01,-1.59E-01
4454,8.47E-01,8.91E-01,-1.57E-01
4455,8.47E-01,8.91E-01,-1.59E-01
4456,8.47E-01,8.89E-01,-1.57E-01
4457,8.47E-01,8.90E-01,-1.57E-01
4458,8.47E-01,8.90E-01,-1.59E-01
4459,8.46E-01,8.90E-01,-1.57E-01
4460,8.47E-01,8.90E-01,-1.59E-01
4461,8.46E-01,8.91E-01,-1.57E-01
4462,8.47E-01,8.91E-01,-1.59E-01
4463,8.47E-01,8.90E-01,-1.57E-01
4464,8.47E-01,8.90E-01,-1.59E-01
4465,8.46E-01,8.90E-01,-1.57E-01
4466,8.46E-01,8.89E-01,-1.59E-01
4467,8.46E-01,8.90E-01,-1.57E-01
4468,8.47E-01,8.90E-01,-1.57E-01
4469,8.47E-01,8.90E-01,-1.57E-01
4470,8.46E-01,8.90E-01,-1.57E-01
4471,8.47E-01,8.90E-01,-1.57E-01
4472,8.46E-01,8.90E-01,-1.57E-01
4473,8.47E-01,8.90E-01,-1.57E-01
4474,8.46E-01,8.91E-01,-1.59E-01
4475,8.47E-01,8.91E-01,-1.59E-01
4476,8.46E-01,8.89E-01,-1.57E-01
4477,8.46E-01,8.90E-01,-1.59E-01
4478,8.46E-01,8.90E-01,-1.59E-01
4479,8.47E-01,8.90E-01,-1.59E-01
4480,8.46E-01,8.90E-01,-1.59E-01
4481,8.46E-01,8.89E-01,-1.57E-01
4482,8.46E-01,8.90E-01,-1.57E-01
4483,8.46E-01,8.89E-01,-1.59E-01
4484,8.46E-01,8.90E-01,-1.59E-01
4485,8.46E-01,8.89E-01,-1.57E-01
4486,8.45E-01,8.89E-01,-1.59E-01
4487,8.46E-01,8.89E-01,-1.57E-01
4488,8.46E-01,8.89E-01,-1.59E-01
4489,8.46E-01,8.89E-01,-1.57E-01
4490,8.46E-01,8.89E-01,-1.59E-01
4491,8.46E-01,8.90E-01,-1.57E-01
4492,8.45E-01,8.89E-01,-1.59E-01
4493,8.47E-01,8.89E-01,-1.59E-01
4494,8.46E-01,8.90E-01,-1.59E-01
4495,8.47E-01,8.89E-01,-1.59E-01
4496,8.46E-01,8.89E-01,-1.59E-01
4497,8.45E-01,8.89E-01,-1.59E-01
4498,8.46E-01,8.89E-01,-1.57E-01
4499,8.45E-01,8.89E-01,-1.60E-01
4500,8.45E-01,8.89E-01,-1.59E-01
4501,8.45E-01,8.89E-01,-1.59E-01
4502,8.45E-01,8.89E-01,-1.59E-01
4503,8.45E-01,8.89E-01,-1.60E-01
4504,8.45E-01,8.87E-01,-1.59E-01
4505,8.45E-01,8.89E-01,-1.60E-01
4506,8.46E-01,8.87E-01,-1.60E-01
4507,8.46E-01,8.89E-01,-1.59E-01
4508,8.44E-01,8.87E-01,-1.59E-01
4509,8.45E-01,8.87E-01,-1.60E-01
4510,8.45E-01,8.89E-01,-1.59E-01
4511,8.45E-01,8.87E-01,-1.59E-01
4512,8.45E-01,8.87E-01,-1.59E-01
4513,8.45E-01,8.89E-01,-1.59E-01
4514,8.45E-01,8.87E-01,-1.59E-01
4515,8.45E-01,8.87E-01,-1.59E-01
4516,8.45E-01,8.87E-01,-1.59E-01
4517,8.44E-01,8.87E-01,-1.59E-01
4518,8.45E-01,8.86E-01,-1.59E-01
4519,8.45E-01,8.87E-01,-1.59E-01
4520,8.45E-01,8.87E-01,-1.59E-01
4521,8.45E-01,8.86E-01,-1.57E-01
4522,8.45E-01,8.86E-01,-1.59E-01
4523,8.44E-01,8.87E-01,-1.59E-01
4524,8.44E-01,8.86E-01,-1.59E-01
4525,8.45E-01,8.87E-01,-1.60E-01
4526,8.45E-01,8.87E-01,-1.60E-01
4527,8.44E-01,8.87E-01,-1.59E-01
4528,8.44E-01,8.87E-01,-1.59E-01
4529,8.45E-01,8.87E-01,-1.57E-01
4530,8.45E-01,8.86E-01,-1.59E-01
4531,8.44E-01,8.86E-01,-1.59E-01
4532,8.45E-01,8.85E-01,-1.59E-01
4533,8.44E-01,8.87E-01,-1.60E-01
4534,8.46E-01,8.87E-01,-1.57E-01
4535,8.45E-01,8.87E-01,-1.59E-01
4536,8.44E-01,8.86E-01,-1.57E-01
4537,8.45E-01,8.86E-01,-1.59E-01
4538,8.45E-01,8.86E-01,-1.57E-01
4539,8.44E-01,8.86E-01,-1.57E-01
4540,8.44E-01,8.86E-01,-1.59E-01
4541,8.44E-01,8.86E-01,-1.57E-01
4542,8.46E-01,8.86E-01,-1.57E-01
4543,8.45E-01,8.85E-01,-1.59E-01
4544,8.45E-01,8.86E-01,-1.59E-01
4545,8.46E-01,8.85E-01,-1.59E-01
4546,8.44E-01,8.86E-01,-1.59E-01
4547,8.45E-01,8.85E-01,-1.59E-01
4548,8.45E-01,8.85E-01,-1.57E-01
4549,8.45E-01,8.85E-01,-1.57E-01
4550,8.45E-01,8.86E-01,-1.59E-01
4551,8.44E-01,8.85E-01,-1.57E-01
4552,8.45E-01,8.85E-01,-1.59E-01
4553,8.44E-01,8.84E-01,-1.57E-01
4554,8.45E-01,8.86E-01,-1.57E-01
4555,8.44E-01,8.85E-01,-1.59E-01
4556,8.44E-01,8.85E-01,-1.59E-01
4557,8.45E-01,8.85E-01,-1.59E-01
4558,8.44E-01,8.85E-01,-1.59E-01
4559,8.44E-01,8.86E-01,-1.57E-01
4560,8.44E-01,8.86E-01,-1.59E-01
4561,8.44E-01,8.85E-01,-1.59E-01
4562,8.45E-01,8.85E-01,-1.57E-01
4563,8.45E-01,8.86E-01,-1.59E-01
4564,8.44E-01,8.86E-01,-1.59E-01
4565,8.44E-01,8.86E-01,-1.57E-01
4566,8.44E-01,8.85E-01,-1.57E-01
4567,8.44E-01,8.85E-01,-1.57E-01
4568,8.44E-01,8.85E-01,-1.59E-01
4569,8.44E-01,8.85E-01,-1.59E-01
4570,8.42E-01,8.85E-01,-1.57E-01
4571,8.44E-01,8.85E-01,-1.59E-01
4572,8.44E-01,8.86E-01,-1.57E-01
4573,8.45E-01,8.85E-01,-1.57E-01
4574,8.44E-01,8.85E-01,-1.59E-01
4575,8.44E-01,8.86E-01,-1.59E-01
4576,8.42E-01,8.85E-01,-1.60E-01
4577,8.44E-01,8.84E-01,-1.57E-01
4578,8.42E-01,8.85E-01,-1.57E-01
4579,8.42E-01,8.85E-01,-1.57E-01
4580,8.44E-01,8.85E-01,-1.57E-01
4581,8.42E-01,8.85E-01,-1.59E-01
4582,8.44E-01,8.85E-01,-1.57E-01
4583,8.42E-01,8.85E-01,-1.59E-01
4584,8.44E-01,8.84E-01,-1.57E-01
4585,8.42E-01,8.85E-01,-1.57E-01
4586,8.44E-01,8.85E-01,-1.57E-01
4587,8.42E-01,8.84E-01,-1.59E-01
4588,8.44E-01,8.84E-01,-1.57E-01
4589,8.42E-01,8.85E-01,-1.57E-01
4590,8.42E-01,8.85E-01,-1.59E-01
4591,8.42E-01,8.84E-01,-1.59E-01
4592,8.42E-01,8.85E-01,-1.57E-01
4593,8.42E-01,8.85E-01,-1.60E-01
4594,8.42E-01,8.84E-01,-1.59E-01
4595,8.42E-01,8.84E-01,-1.59E-01
4596,8.42E-01,8.84E-01,-1.57E-01
4597,8.42E-01,8.84E-01,-1.57E-01
4598,8.41E-01,8.84E-01,-1.57E-01
4599,8.41E-01,8.84E-01,-1.59E-01
4600,8.41E-01,8.85E-01,-1.57E-01
4601,8.44E-01,8.83E-01,-1.59E-01
4602,8.41E-01,8.83E-01,-1.59E-01
4603,8.42E-01,8.83E-01,-1.59E-01
4604,8.41E-01,8.84E-01,-1.59E-01
4605,8.41E-01,8.83E-01,-1.60E-01
4606,8.41E-01,8.83E-01,-1.59E-01
4607,8.42E-01,8.84E-01,-1.59E-01
4608,8.42E-01,8.83E-01,-1.59E-01
4609,8.42E-01,8.83E-01,-1.59E-01
4610,8.41E-01,8.83E-01,-1.59E-01
4611,8.41E-01,8.84E-01,-1.59E-01
4612,8.41E-01,8.83E-01,-1.57E-01
4613,8.42E-01,8.83E-01,-1.57E-01
4614,8.42E-01,8.83E-01,-1.59E-01
4615,8.41E-01,8.83E-01,-1.59E-01
4616,8.41E-01,8.83E-01,-1.59E-01
4617,8.40E-01,8.81E-01,-1.59E-01
4618,8.41E-01,8.83E-01,-1.59E-01
4619,8.41E-01,8.83E-01,-1.57E-01
4620,8.41E-01,8.83E-01,-1.59E-01
4621,8.41E-01,8.81E-01,-1.59E-01
4622,8.42E-01,8.83E-01,-1.59E-01
4623,8.40E-01,8.83E-01,-1.59E-01
4624,8.41E-01,8.83E-01,-1.60E-01
4625,8.41E-01,8.83E-01,-1.59E-01
4626,8.41E-01,8.83E-01,-1.57E-01
4627,8.40E-01,8.83E-01,-1.60E-01
4628,8.40E-01,8.83E-01,-1.57E-01
4629,8.40E-01,8.83E-01,-1.57E-01
4630,8.40E-01,8.83E-01,-1.57E-01
4631,8.40E-01,8.83E-01,-1.59E-01
4632,8.41E-01,8.81E-01,-1.59E-01
4633,8.40E-01,8.83E-01,-1.59E-01
4634,8.41E-01,8.81E-01,-1.59E-01
4635,8.40E-01,8.81E-01,-1.57E-01
4636,8.40E-01,8.81E-01,-1.57E-01
4637,8.40E-01,8.83E-01,-1.59E-01
4638,8.40E-01,8.81E-01,-1.59E-01
4639,8.40E-01,8.81E-01,-1.59E-01
4640,8.40E-01,8.81E-01,-1.57E-01
4641,8.40E-01,8.81E-01,-1.57E-01
4642,8.41E-01,8.81E-01,-1.59E-01
4643,8.40E-01,8.81E-01,-1.57E-01
4644,8.40E-01,8.81E-01,-1.57E-01
4645,8.40E-01,8.83E-01,-1.57E-01
4646,8.40E-01,8.81E-01,-1.59E-01
4647,8.40E-01,8.81E-01,-1.57E-01
4648,8.40E-01,8.80E-01,-1.57E-01
4649,8.40E-01,8.80E-01,-1.57E-01
4650,8.40E-01,8.81E-01,-1.59E-01
4651,8.40E-01,8.80E-01,-1.57E-01
4652,8.39E-01,8.80E-01,-1.59E-01
4653,8.40E-01,8.80E-01,-1.57E-01
4654,8.40E-01,8.80E-01,-1.57E-01
4655,8.40E-01,8.81E-01,-1.57E-01
4656,8.40E-01,8.80E-01,-1.57E-01
4657,8.39E-01,8.80E-01,-1.59E-01
4658,8.39E-01,8.80E-01,-1.59E-01
4659,8.40E-01,8.79E-01,-1.57E-01
4660,8.40E-01,8.80E-01,-1.57E-01
4661,8.41E-01,8.79E-01,-1.57E-01
4662,8.41E-01,8.79E-01,-1.57E-01
4663,8.40E-01,8.79E-01,-1.57E-01
4664,8.40E-01,8.79E-01,-1.57E-01
4665,8.40E-01,8.79E-01,-1.57E-01
4666,8.40E-01,8.80E-01,-1.57E-01
4667,8.40E-01,8.79E-01,-1.59E-01
4668,8.40E-01,8.80E-01,-1.57E-01
4669,8.40E-01,8.79E-01,-1.57E-01
4670,8.40E-01,8.79E-01,-1.57E-01
4671,8.39E-01,8.80E-01,-1.57E-01
4672,8.39E-01,8.79E-01,-1.57E-01
4673,8.40E-01,8.79E-01,-1.57E-01
4674,8.40E-01,8.79E-01,-1.56E-01
4675,8.40E-01,8.79E-01,-1.57E-01
4676,8.40E-01,8.79E-01,-1.59E-01
4677,8.40E-01,8.79E-01,-1.57E-01
4678,8.39E-01,8.79E-01,-1.59E-01
4679,8.40E-01,8.79E-01,-1.59E-01
4680,8.40E-01,8.79E-01,-1.57E-01
4681,8.40E-01,8.79E-01,-1.57E-01
4682,8.40E-01,8.79E-01,-1.57E-01
4683,8.40E-01,8.79E-01,-1.57E-01
4684,8.39E-01,8.79E-01,-1.57E-01
4685,8.39E-01,8.79E-01,-1.59E-01
4686,8.39E-01,8.79E-01,-1.57E-01
4687,8.40E-01,8.79E-01,-1.59E-01
4688,8.37E-01,8.79E-01,-1.57E-01
4689,8.40E-01,8.79E-01,-1.57E-01
4690,8.39E-01,8.79E-01,-1.57E-01
4691,8.39E-01,8.79E-01,-1.59E-01
4692,8.39E-01,8.79E-01,-1.56E-01
4693,8.39E-01,8.79E-01,-1.57E-01
4694,8.39E-01,8.79E-01,-1.57E-01
4695,8.39E-01,8.78E-01,-1.56E-01
4696,8.39E-01,8.79E-01,-1.56E-01
4697,8.39E-01,8.78E-01,-1.56E-01
4698,8.37E-01,8.79E-01,-1.57E-01
4699,8.37E-01,8.79E-01,-1.56E-01
4700,8.37E-01,8.78E-01,-1.57E-01
4701,8.40E-01,8.78E-01,-1.57E-01
4702,8.37E-01,8.78E-01,-1.57E-01
4703,8.39E-01,8.78E-01,-1.57E-01
4704,8.39E-01,8.78E-01,-1.57E-01
4705,8.37E-01,8.78E-01,-1.57E-01
4706,8.36E-01,8.78E-01,-1.57E-01
4707,8.37E-01,8.76E-01,-1.57E-01
4708,8.39E-01,8.78E-01,-1.56E-01
4709,8.39E-01,8.78E-01,-1.57E-01
4710,8.37E-01,8.78E-01,-1.59E-01
4711,8.39E-01,8.76E-01,-1.56E-01
4712,8.37E-01,8.76E-01,-1.57E-01
4713,8.39E-01,8.76E-01,-1.57E-01
4714,8.39E-01,8.76E-01,-1.57E-01
4715,8.39E-01,8.78E-01,-1.57E-01
4716,8.37E-01,8.76E-01,-1.56E-01
4717,8.36E-01,8.76E-01,-1.57E-01
4718,8.37E-01,8.76E-01,-1.56E-01
4719,8.37E-01,8.76E-01,-1.57E-01
4720,8.39E-01,8.75E-01,-1.57E-01
4721,8.37E-01,8.76E-01,-1.56E-01
4722,8.37E-01,8.75E-01,-1.57E-01
4723,8.39E-01,8.76E-01,-1.57E-01
4724,8.37E-01,8.76E-01,-1.57E-01
4725,8.37E-01,8.76E-01,-1.57E-01
4726,8.37E-01,8.75E-01,-1.57E-01
4727,8.37E-01,8.75E-01,-1.57E-01
4728,8.37E-01,8.75E-01,-1.57E-01
4729,8.37E-01,8.75E-01,-1.57E-01
4730,8.36E-01,8.75E-01,-1.57E-01
4731,8.37E-01,8.76E-01,-1.57E-01
4732,8.37E-01,8.75E-01,-1.57E-01
4733,8.36E-01,8.75E-01,-1.57E-01
4734,8.37E-01,8.75E-01,-1.57E-01
4735,8.37E-01,8.75E-01,-1.57E-01
4736,8.36E-01,8.74E-01,-1.57E-01
4737,8.36E-01,8.75E-01,-1.57E-01
4738,8.37E-01,8.75E-01,-1.57E-01
4739,8.36E-01,8.75E-01,-1.57E-01
4740,8.36E-01,8.75E-01,-1.57E-01
4741,8.37E-01,8.75E-01,-1.57E-01
4742,8.36E-01,8.75E-01,-1.57E-01
4743,8.37E-01,8.75E-01,-1.57E-01
4744,8.36E-01,8.75E-01,-1.59E-01
4745,8.36E-01,8.74E-01,-1.59E-01
4746,8.36E-01,8.75E-01,-1.57E-01
4747,8.36E-01,8.75E-01,-1.57E-01
4748,8.36E-01,8.75E-01,-1.59E-01
4749,8.36E-01,8.75E-01,-1.57E-01
