ORF,GFP_R12,rank_GFP,abs,rank_abs
YMR247C,2.444207,1,2.444207,1
YMR116C,2.284663,2,2.284663,2
YPL122C,-2.210789,5373,2.210789,3
YHR036W,-2.073254,5372,2.073254,4
YOR361C,-2.028658,5371,2.028658,5
YDR333C,2.019187,3,2.019187,6
YHR007C,-1.846698,5370,1.846698,7
YDR266C,1.7958,4,1.7958,8
YOR336W,-1.78736,5369,1.78736,9
YDR159W,-1.773805,5368,1.773805,10
YBR173C,1.738167,5,1.738167,11
YOR218C,-1.712299,5367,1.712299,12
YHR062C,-1.678501,5366,1.678501,13
YGL048C,1.631409,6,1.631409,14
YPR103W,1.607312,7,1.607312,15
YGR074W,1.597449,8,1.597449,16
YPR103W,1.54788,9,1.54788,17
YPR108W,1.469706,10,1.469706,18
YGR075C,1.464326,11,1.464326,19
YNL107W,-1.451414,5365,1.451414,20
YPL018W,-1.436963,5364,1.436963,21
YOR078W,1.430223,12,1.430223,22
YGL011C,1.407714,13,1.407714,23
YNL038W,-1.381402,5363,1.381402,24
YGR135W,1.244542,14,1.244542,25
YPR119W,-1.231543,5362,1.231543,26
YPL157W,1.229547,15,1.229547,27
YGR271W,1.218367,16,1.218367,28
YDR318W,-1.204414,5361,1.204414,29
YDL097C,1.200176,17,1.200176,30
YPR108W,1.18914,18,1.18914,31
YPL075W,-1.177926,5360,1.177926,32
YOR262W,-1.177262,5359,1.177262,33
YFR052W,1.162343,19,1.162343,34
YDL147W,1.144917,20,1.144917,35
YOL052C,1.129265,21,1.129265,36
YDR318W,-1.128754,5358,1.128754,37
YJR090C,-1.112193,5357,1.112193,38
YMR314W,1.09643,22,1.09643,39
YHR059W,-1.092716,5356,1.092716,40
YDL115C,-1.080511,5355,1.080511,41
YOL145C,-1.079079,5354,1.079079,42
YOR117W,1.076735,23,1.076735,43
YDR123C,1.055533,24,1.055533,44
YPR082C,1.038234,25,1.038234,45
YPR024W,1.036826,26,1.036826,46
YPL017C,-1.033145,5353,1.033145,47
YOR204W,-1.020071,5352,1.020071,48
YDL020C,1.013277,27,1.013277,49
YGR190C,-1.006259,5351,1.006259,50
YOR206W,-1.000567,5350,1.000567,51
YHR021C,0.989164,28,0.989164,52
YJL189W,0.979681,29,0.979681,53
YGR145W,-0.976415,5349,0.976415,54
YGR114C,-0.966224,5348,0.966224,55
YGR140W,-0.953237,5347,0.953237,56
YOR257W,-0.950251,5346,0.950251,57
YOR236W,-0.949126,5345,0.949126,58
YBR231C,-0.948222,5344,0.948222,59
YGR251W,-0.938377,5343,0.938377,60
YLR021W,0.93485,30,0.93485,61
YOL108C,0.934496,31,0.934496,62
YBR266C,0.928778,32,0.928778,63
YPR189W,0.924627,33,0.924627,64
YOR244W,-0.92117,5342,0.92117,65
YNL268W,-0.913899,5341,0.913899,66
YGR278W,-0.912817,5340,0.912817,67
YJL204C,-0.909292,5339,0.909292,68
YLR398C,0.908966,34,0.908966,69
YML041C,-0.905011,5338,0.905011,70
YLR418C,-0.895755,5337,0.895755,71
YOR176W,-0.88375,5336,0.88375,72
YGR159C,0.878013,35,0.878013,73
YGR185C,-0.873811,5335,0.873811,74
YBR193C,-0.871244,5334,0.871244,75
YJR043C,-0.854334,5333,0.854334,76
YJL188C,0.851455,36,0.851455,77
YDL021W,-0.850746,5332,0.850746,78
YLR102C,-0.842809,5331,0.842809,79
YNR004W,0.84128,37,0.84128,80
YPR141C,0.838492,38,0.838492,81
YNL280C,0.83187,39,0.83187,82
YKL048C,-0.82468,5330,0.82468,83
YBR115C,-0.821113,5329,0.821113,84
YGR265W,-0.814864,5328,0.814864,85
YKR037C,-0.814319,5327,0.814319,86
YNL268W,-0.814013,5326,0.814013,87
YLR403W,-0.798994,5325,0.798994,88
YJL200C,0.797712,40,0.797712,89
YOR281C,-0.792858,5324,0.792858,90
YDL007W,0.788958,41,0.788958,91
YGR272C,-0.787583,5323,0.787583,92
YDR389W,-0.784783,5322,0.784783,93
YGL244W,-0.782868,5321,0.782868,94
YDR315C,-0.781801,5320,0.781801,95
YDR499W,-0.781682,5319,0.781682,96
YBL071W-A,0.78024,42,0.78024,97
YKL145W,0.778783,43,0.778783,98
YPL009C,0.778394,44,0.778394,99
YLR039C,0.770525,45,0.770525,100
YKR063C,0.768429,46,0.768429,101
YLR066W,-0.76421,5318,0.76421,102
YDR392W,-0.763882,5317,0.763882,103
YOL050C,-0.758843,5316,0.758843,104
YHR183W,0.752203,47,0.752203,105
YBR289W,-0.740415,5315,0.740415,106
YDR510W,-0.737782,5314,0.737782,107
YBR196C-A,-0.732226,5313,0.732226,108
YOL012C,-0.721301,5312,0.721301,109
YBR120C,-0.720465,5311,0.720465,110
YDR260C,-0.719311,5310,0.719311,111
YDR485C,-0.717059,5309,0.717059,112
YDR448W,-0.714936,5308,0.714936,113
YNL097C,-0.714055,5307,0.714055,114
YER133W,-0.709609,5306,0.709609,115
YJL115W,-0.706075,5305,0.706075,116
YLR261C,0.702235,48,0.702235,117
YGR285C,0.700219,49,0.700219,118
YOL005C,-0.696467,5304,0.696467,119
YLR373C,0.679916,50,0.679916,120
YNL296W,0.67786,51,0.67786,121
YNL229C,-0.677529,5303,0.677529,122
YER021W,0.675514,52,0.675514,123
YIR033W,0.672024,53,0.672024,124
YMR290C,0.668708,54,0.668708,125
YNL076W,0.668625,55,0.668625,126
YDR514C,-0.66759,5302,0.66759,127
YDR289C,0.664232,56,0.664232,128
YDL029W,-0.659139,5301,0.659139,129
YOR056C,-0.657124,5300,0.657124,130
YDR378C,-0.654417,5299,0.654417,131
YJR076C,0.648942,57,0.648942,132
YER074W,0.648504,58,0.648504,133
YAL011W,-0.64712,5298,0.64712,134
YOR144C,-0.645255,5297,0.645255,135
YLR085C,-0.643035,5296,0.643035,136
YDR320C,-0.642968,5295,0.642968,137
YLR226W,0.641809,59,0.641809,138
YBR267W,0.63842,60,0.63842,139
YDR334W,-0.637629,5294,0.637629,140
YCR004C,-0.634816,5293,0.634816,141
YLR055C,-0.631464,5292,0.631464,142
YPL069C,0.629148,61,0.629148,143
YIL129C,-0.616578,5291,0.616578,144
YDL006W,-0.614594,5290,0.614594,145
YKR048C,-0.610781,5289,0.610781,146
YKL101W,-0.610321,5288,0.610321,147
YPR133W-A,0.609667,62,0.609667,148
YKL160W,-0.609535,5287,0.609535,149
YER168C,0.606734,63,0.606734,150
YDR172W,0.606659,64,0.606659,151
YGR081C,0.606604,65,0.606604,152
YNL315C,0.606017,66,0.606017,153
YPL249C-A,0.605646,67,0.605646,154
YGL066W,-0.603327,5286,0.603327,155
YDR323C,-0.602393,5285,0.602393,156
YBR091C,-0.599275,5284,0.599275,157
YPR101W,0.594015,68,0.594015,158
YHL023C,0.591586,69,0.591586,159
YLR410W,-0.588473,5283,0.588473,160
YJL008C,-0.587557,5282,0.587557,161
YML010C-B,-0.585899,5281,0.585899,162
YBL103C,0.584769,70,0.584769,163
YDR045C,-0.583803,5280,0.583803,164
YPL055C,-0.580955,5279,0.580955,165
YDR017C,0.579452,71,0.579452,166
YIL021W,-0.578957,5278,0.578957,167
YNR035C,-0.57882,5277,0.57882,168
YMR001C-A,-0.575167,5276,0.575167,169
YML103C,-0.573217,5275,0.573217,170
YDR290W,0.568775,72,0.568775,171
YDR174W,0.565186,73,0.565186,172
YBR058C,-0.564806,5274,0.564806,173
YDR226W,0.563662,74,0.563662,174
YNL302C,0.562605,75,0.562605,175
YOR073W,-0.558943,5273,0.558943,176
YJL189W,-0.55721,5272,0.55721,177
YCL061C,-0.556027,5271,0.556027,178
YOL133W,-0.55305,5270,0.55305,179
YOR293W,0.552182,76,0.552182,180
YLR167W,0.548847,77,0.548847,181
YML031W,0.545677,78,0.545677,182
YGR057C,-0.544377,5269,0.544377,183
YDR339C,0.543259,79,0.543259,184
YEL062W,0.543135,80,0.543135,185
YGR158C,0.540542,81,0.540542,186
YGL070C,-0.539482,5268,0.539482,187
YOR035C,-0.539236,5267,0.539236,188
YDL056W,-0.538569,5266,0.538569,189
YNL244C,0.536644,82,0.536644,190
YEL061C,-0.535939,5265,0.535939,191
YLR384C,0.533572,83,0.533572,192
YLL018C-A,-0.532012,5264,0.532012,193
YIL134W,-0.531871,5263,0.531871,194
YBL007C,-0.531787,5262,0.531787,195
YKL081W,0.53074,84,0.53074,196
YJL056C,-0.530245,5261,0.530245,197
YBL073W,-0.529554,5260,0.529554,198
YBR189W,0.528851,85,0.528851,199
YGR178C,0.526582,86,0.526582,200
YGL214W,0.525828,87,0.525828,201
YML112W,-0.524946,5259,0.524946,202
YIR008C,-0.524787,5258,0.524787,203
YMR203W,-0.521366,5257,0.521366,204
YDL096C,-0.519403,5256,0.519403,205
YDL190C,0.517722,88,0.517722,206
YLR243W,-0.517001,5255,0.517001,207
YOR123C,-0.515142,5254,0.515142,208
YDR170C,0.512043,89,0.512043,209
YOR096W,0.507224,90,0.507224,210
YLR048W,0.507139,91,0.507139,211
YIR022W,-0.505912,5253,0.505912,212
YJR014W,0.502568,92,0.502568,213
YBR026C,-0.50199,5252,0.50199,214
YIL078W,0.501442,93,0.501442,215
YHR013C,-0.500471,5251,0.500471,216
YPL161C,-0.500364,5250,0.500364,217
YOR044W,0.500014,94,0.500014,218
YLR423C,0.49961,95,0.49961,219
YBR134W,-0.499193,5249,0.499193,220
YPL239W,0.497412,96,0.497412,221
YDR525W,-0.496996,5248,0.496996,222
YLR184W,0.496554,97,0.496554,223
YFR005C,-0.493917,5247,0.493917,224
YGL211W,0.493157,98,0.493157,225
YPR169W,0.491403,99,0.491403,226
YIL046W,0.490946,100,0.490946,227
YML026C,0.489115,101,0.489115,228
YPL051W,0.487928,102,0.487928,229
YDL065C,-0.487141,5246,0.487141,230
YJL013C,0.485351,103,0.485351,231
YGR054W,0.484042,104,0.484042,232
YER177W,0.483247,105,0.483247,233
YCL032W,0.482776,106,0.482776,234
YNL071W,-0.481968,5245,0.481968,235
YCR094W,0.481364,107,0.481364,236
YGL098W,-0.477574,5244,0.477574,237
YKL110C,0.475458,108,0.475458,238
YDL075W,0.474082,109,0.474082,239
YPR175W,0.473904,110,0.473904,240
YNL140C,-0.473849,5243,0.473849,241
YOR181W,-0.468221,5242,0.468221,242
YDR128W,-0.468207,5241,0.468207,243
YGR229C,-0.467994,5240,0.467994,244
YKL019W,0.466862,111,0.466862,245
YLR337C,-0.464799,5239,0.464799,246
YER141W,-0.464763,5238,0.464763,247
YIL052C,-0.464494,5237,0.464494,248
YGR160W,0.463833,112,0.463833,249
YNL055C,0.463737,113,0.463737,250
YBL051C,0.463537,114,0.463537,251
YLR320W,-0.462019,5236,0.462019,252
YGR063C,-0.459834,5235,0.459834,253
YGL154C,-0.457526,5234,0.457526,254
YMR202W,0.457516,115,0.457516,255
YPR043W,-0.4557,5233,0.4557,256
YLR182W,-0.452773,5232,0.452773,257
YGL058W,-0.45191,5231,0.45191,258
YNL025C,0.450068,116,0.450068,259
YNL307C,0.449311,117,0.449311,260
YCR033W,-0.447665,5230,0.447665,261
YDR240C,0.446909,118,0.446909,262
YNL139C,0.446464,119,0.446464,263
YJR018W,-0.445972,5229,0.445972,264
YDR049W,-0.445803,5228,0.445803,265
YGL024W,-0.443357,5227,0.443357,266
YMR080C,-0.442996,5226,0.442996,267
YJL175W,-0.442568,5225,0.442568,268
YDL095W,-0.442422,5224,0.442422,269
YKL021C,0.442116,120,0.442116,270
YMR143W,0.440055,121,0.440055,271
YBL047C,-0.439755,5223,0.439755,272
YPR131C,0.438962,122,0.438962,273
YKL012W,0.438436,123,0.438436,274
YGR200C,0.438283,124,0.438283,275
YLR200W,0.436532,125,0.436532,276
YDR495C,-0.435484,5222,0.435484,277
YHR203C,0.435224,126,0.435224,278
YDR382W,0.43475,127,0.43475,279
YGR092W,-0.434077,5221,0.434077,280
YPL100W,-0.433036,5220,0.433036,281
YMR067C,-0.432792,5219,0.432792,282
YER178W,-0.430831,5218,0.430831,283
YDR117C,-0.430754,5217,0.430754,284
YJL004C,0.430581,128,0.430581,285
YGL214W,0.430329,129,0.430329,286
YDL074C,-0.427939,5216,0.427939,287
YER007C-A,0.425483,130,0.425483,288
YMR263W,-0.425289,5215,0.425289,289
YEL002C,-0.424799,5214,0.424799,290
YKL113C,-0.424452,5213,0.424452,291
YGR105W,0.423425,131,0.423425,292
YLR264C-A,0.422902,132,0.422902,293
YMR198W,-0.422645,5212,0.422645,294
YNL121C,-0.421301,5211,0.421301,295
YOR343C,-0.420968,5210,0.420968,296
YPL175W,-0.419628,5209,0.419628,297
YOR298C-A,0.418986,133,0.418986,298
YBR221C,0.417189,134,0.417189,299
YGL084C,-0.415906,5208,0.415906,300
YBR105C,-0.414594,5207,0.414594,301
YGR228W,-0.413543,5206,0.413543,302
YNL026W,-0.412899,5205,0.412899,303
YBL104C,-0.41261,5204,0.41261,304
YBR095C,-0.409946,5203,0.409946,305
YPR044C,-0.409406,5202,0.409406,306
YGL219C,0.40904,135,0.40904,307
YBR103W,-0.406233,5201,0.406233,308
YPL180W,0.405204,136,0.405204,309
YJR055W,-0.404884,5200,0.404884,310
YBL105C,0.40386,137,0.40386,311
YHR005C-A,-0.402468,5199,0.402468,312
YLR317W,0.401854,138,0.401854,313
YMR275C,-0.401833,5198,0.401833,314
YLR006C,0.400614,139,0.400614,315
YDR062W,-0.398946,5197,0.398946,316
YLR199C,0.398753,140,0.398753,317
YPR168W,0.398629,141,0.398629,318
YGR113W,-0.397203,5196,0.397203,319
YMR135C,-0.3972,5195,0.3972,320
YFR001W,0.395959,142,0.395959,321
YPL235W,0.395853,143,0.395853,322
YJL179W,0.395211,144,0.395211,323
YIL150C,-0.394797,5194,0.394797,324
YHR081W,0.394017,145,0.394017,325
YHL038C,0.393786,146,0.393786,326
YBR036C,-0.392675,5193,0.392675,327
YDR509W,-0.392599,5192,0.392599,328
YER013W,-0.392528,5191,0.392528,329
YDL142C,-0.390923,5190,0.390923,330
YKL053C-A,-0.390884,5189,0.390884,331
YDR254W,-0.39024,5188,0.39024,332
YJL030W,0.38816,147,0.38816,333
YGR072W,-0.388078,5187,0.388078,334
YPL195W,0.387399,148,0.387399,335
YHL011C,-0.386423,5186,0.386423,336
YOR355W,-0.385095,5185,0.385095,337
YPL182C,-0.384985,5184,0.384985,338
YOR308C,0.384603,149,0.384603,339
YHR077C,-0.383465,5183,0.383465,340
YOL041C,0.383359,150,0.383359,341
YDR434W,-0.383092,5182,0.383092,342
YOL067C,0.382987,151,0.382987,343
YBR133C,-0.381471,5181,0.381471,344
YGL173C,-0.380919,5180,0.380919,345
YLR315W,-0.380344,5179,0.380344,346
YGL023C,-0.380005,5178,0.380005,347
YIL008W,0.379885,152,0.379885,348
YGL167C,-0.379865,5177,0.379865,349
YAL024C,-0.379628,5176,0.379628,350
YDR176W,-0.379029,5175,0.379029,351
YJR093C,0.378347,153,0.378347,352
YMR039C,-0.378321,5174,0.378321,353
YBR238C,-0.37744,5173,0.37744,354
YJR087W,0.377167,154,0.377167,355
YGR162W,0.376357,155,0.376357,356
YGL253W,-0.375814,5172,0.375814,357
YIL062C,0.375191,156,0.375191,358
YGL168W,-0.374858,5171,0.374858,359
YBR181C,0.374563,157,0.374563,360
YGR270W,-0.374101,5170,0.374101,361
YOL087C,0.37278,158,0.37278,362
YEL033W,-0.371024,5169,0.371024,363
YJL025W,-0.370399,5168,0.370399,364
YBL041W,-0.369248,5167,0.369248,365
YJL095W,0.368276,159,0.368276,366
YGL133W,-0.368094,5166,0.368094,367
YGL088W,0.367898,160,0.367898,368
YDL151C,-0.367822,5165,0.367822,369
YMR227C,-0.367819,5164,0.367819,370
YPL139C,-0.366532,5163,0.366532,371
YJL072C,-0.366017,5162,0.366017,372
YGL202W,0.365525,161,0.365525,373
YPR045C,-0.365057,5161,0.365057,374
YPR057W,0.365033,162,0.365033,375
YOR322C,-0.364199,5160,0.364199,376
YER025W,0.36415,163,0.36415,377
YNL169C,-0.364001,5159,0.364001,378
YPL120W,-0.3633,5158,0.3633,379
YDR180W,0.362812,164,0.362812,380
YHR031C,-0.362033,5157,0.362033,381
YML080W,-0.361181,5156,0.361181,382
YAL023C,-0.359551,5155,0.359551,383
YLR197W,0.359431,165,0.359431,384
YGL086W,0.359178,166,0.359178,385
YDR083W,0.35883,167,0.35883,386
YBR160W,-0.358433,5154,0.358433,387
YKL053W,-0.358317,5153,0.358317,388
YPL101W,0.358207,168,0.358207,389
YHL030W,0.358157,169,0.358157,390
YNL030W,-0.357208,5152,0.357208,391
YML097C,-0.356335,5151,0.356335,392
YDR255C,-0.354572,5150,0.354572,393
YNL069C,0.353813,170,0.353813,394
YGR099W,0.352383,171,0.352383,395
YOR174W,-0.352118,5149,0.352118,396
YDR508C,-0.351738,5148,0.351738,397
YOR298C-A,0.350899,172,0.350899,398
YOR294W,0.350753,173,0.350753,399
YNR046W,0.349623,174,0.349623,400
YGL043W,-0.349223,5147,0.349223,401
YGR095C,0.349055,175,0.349055,402
YML081C-A,-0.348096,5146,0.348096,403
YGL255W,-0.347399,5145,0.347399,404
YBR077C,-0.347039,5144,0.347039,405
YDL053C,0.346692,176,0.346692,406
YMR126C,0.346509,177,0.346509,407
YKL073W,-0.345978,5143,0.345978,408
YGL044C,0.345961,178,0.345961,409
YJL006C,0.345906,179,0.345906,410
YNL069C,0.345803,180,0.345803,411
YJL200C,-0.345489,5142,0.345489,412
YDR363W,0.344637,181,0.344637,413
YIL128W,0.343838,182,0.343838,414
YJL024C,0.343731,183,0.343731,415
YGL178W,0.342456,184,0.342456,416
YHR030C,0.342365,185,0.342365,417
YLR127C,-0.342206,5141,0.342206,418
YLR216C,-0.34187,5140,0.34187,419
YPL253C,0.341451,186,0.341451,420
YLR417W,0.340689,187,0.340689,421
YGR193C,-0.340298,5139,0.340298,422
YGL099W,0.339945,188,0.339945,423
YGR046W,0.339933,189,0.339933,424
YJR141W,0.339655,190,0.339655,425
YDL002C,-0.339559,5138,0.339559,426
YBR167C,-0.339545,5137,0.339545,427
YMR277W,-0.339104,5136,0.339104,428
YDR486C,-0.338702,5135,0.338702,429
YLR425W,-0.33783,5134,0.33783,430
YMR207C,-0.337764,5133,0.337764,431
YML062C,-0.336987,5132,0.336987,432
YNL199C,-0.336924,5131,0.336924,433
YBR140C,0.336918,191,0.336918,434
YMR223W,0.336643,192,0.336643,435
YDR329C,-0.336543,5130,0.336543,436
YGL246C,0.335991,193,0.335991,437
YDR243C,0.335916,194,0.335916,438
YKR029C,-0.335729,5129,0.335729,439
YGR261C,0.335712,195,0.335712,440
YPR153W,0.335032,196,0.335032,441
YJL001W,-0.335027,5128,0.335027,442
YBR082C,0.334997,197,0.334997,443
YFR004W,0.334893,198,0.334893,444
YJL169W,-0.333181,5127,0.333181,445
YPL181W,-0.333172,5126,0.333172,446
YGL153W,-0.333104,5125,0.333104,447
YNL312W,-0.3331,5124,0.3331,448
YPL076W,-0.332571,5123,0.332571,449
YKL098W,0.332043,199,0.332043,450
YGL010W,0.331774,200,0.331774,451
YOR235W,0.329852,201,0.329852,452
YNR010W,-0.32937,5122,0.32937,453
YBR164C,0.329255,202,0.329255,454
YDR450W,0.329073,203,0.329073,455
YPR143W,0.328567,204,0.328567,456
YPR123C,0.328407,205,0.328407,457
YOR085W,-0.327037,5121,0.327037,458
YPR025C,-0.32697,5120,0.32697,459
YGL040C,0.326323,206,0.326323,460
YDR028C,-0.325363,5119,0.325363,461
YAR018C,-0.324777,5118,0.324777,462
YCR031C,0.324718,207,0.324718,463
YNR001C,-0.323843,5117,0.323843,464
YMR284W,-0.323761,5116,0.323761,465
YJR097W,0.323752,208,0.323752,466
YPL086C,0.323455,209,0.323455,467
YFR012W,-0.32334,5115,0.32334,468
YOR309C,-0.323333,5114,0.323333,469
YGR271C-A,0.323114,210,0.323114,470
YNL294C,0.322605,211,0.322605,471
YIL018W,0.322521,212,0.322521,472
YOR002W,-0.321868,5113,0.321868,473
YIL017C,-0.32156,5112,0.32156,474
YFR031C,-0.32148,5111,0.32148,475
YMR060C,0.321456,213,0.321456,476
YDR244W,-0.321335,5110,0.321335,477
YMR055C,0.321109,214,0.321109,478
YER139C,-0.320736,5109,0.320736,479
YPL106C,0.319462,215,0.319462,480
YER056C-A,0.318853,216,0.318853,481
YDR335W,-0.318849,5108,0.318849,482
YMR142C,0.318698,217,0.318698,483
YGL007W,0.31845,218,0.31845,484
YJL074C,-0.318089,5107,0.318089,485
YKL046C,-0.317849,5106,0.317849,486
YLR268W,-0.31737,5105,0.31737,487
YPL057C,-0.31727,5104,0.31727,488
YDR232W,0.316974,219,0.316974,489
YJL168C,-0.316942,5103,0.316942,490
YGL046W,0.316228,220,0.316228,491
YNL329C,-0.315957,5102,0.315957,492
YNL226W,0.315547,221,0.315547,493
YLR287-A,0.314317,222,0.314317,494
YLR099C,-0.31349,5101,0.31349,495
YGR118W,0.313182,223,0.313182,496
YDR126W,0.312944,224,0.312944,497
YDR412W,0.312631,225,0.312631,498
YKL040C,-0.312539,5100,0.312539,499
YHR151C,0.312534,226,0.312534,500
YGL225W,0.31111,227,0.31111,501
YOR221C,0.311045,228,0.311045,502
YMR057C,-0.310971,5099,0.310971,503
YHL027W,0.310593,229,0.310593,504
YGL233W,0.310063,230,0.310063,505
YGR122W,0.31003,231,0.31003,506
YNL032W,-0.309976,5098,0.309976,507
YNR052C,-0.309964,5097,0.309964,508
YHL029C,-0.309729,5096,0.309729,509
YER003C,-0.309616,5095,0.309616,510
YKR007W,-0.308945,5094,0.308945,511
YLR217W,-0.308606,5093,0.308606,512
YNL214W,-0.308576,5092,0.308576,513
YPL102C,0.308227,232,0.308227,514
YJL034W,-0.308013,5091,0.308013,515
YCR095C,-0.307977,5090,0.307977,516
YDR265W,-0.307833,5089,0.307833,517
YDR212W,-0.307591,5088,0.307591,518
YMR274C,0.307402,233,0.307402,519
YMR197C,-0.307237,5087,0.307237,520
YDR067C,-0.307017,5086,0.307017,521
YML089C,-0.3065,5085,0.3065,522
YER129W,0.306108,234,0.306108,523
YGL100W,0.30606,235,0.30606,524
YGL027C,-0.306018,5084,0.306018,525
YHR111W,0.305991,236,0.305991,526
YGL152C,-0.305655,5083,0.305655,527
YLR388W,0.305463,237,0.305463,528
YDL032W,-0.30498,5082,0.30498,529
YBR255W,0.304812,238,0.304812,530
YNL198C,-0.304805,5081,0.304805,531
YDR443C,0.30431,239,0.30431,532
YNL120C,0.304098,240,0.304098,533
YGL055W,0.302783,241,0.302783,534
YGR104C,0.302669,242,0.302669,535
YGR133W,-0.302596,5080,0.302596,536
YDL104C,-0.302399,5079,0.302399,537
YAL058C-A,-0.302361,5078,0.302361,538
YGL016W,-0.302313,5077,0.302313,539
YOR160W,-0.302093,5076,0.302093,540
YDL101C,-0.301991,5075,0.301991,541
YCL060C,-0.301178,5073,0.301178,542
YGL227W,-0.301178,5074,0.301178,543
YEL009C,0.299721,243,0.299721,544
YBR029C,0.299643,244,0.299643,545
YLR181C,-0.29933,5072,0.29933,546
YCL061C,-0.299309,5071,0.299309,547
YPL115C,-0.299061,5070,0.299061,548
YMR273C,-0.298807,5069,0.298807,549
YJR102C,-0.298697,5068,0.298697,550
YMR242W-A,0.298343,245,0.298343,551
YDR373W,0.298216,246,0.298216,552
YBL079W,-0.297875,5067,0.297875,553
YDR121W,-0.296932,5066,0.296932,554
YBR172C,0.296923,247,0.296923,555
YEL012W,-0.29679,5065,0.29679,556
YJL031C,-0.296769,5064,0.296769,557
YJR135C,-0.296262,5063,0.296262,558
YNL245C,-0.295934,5062,0.295934,559
YDR302W,0.295851,248,0.295851,560
YEL037C,-0.294999,5061,0.294999,561
YAL021C,0.294884,249,0.294884,562
YMR260C,-0.294584,5060,0.294584,563
YLR319C,0.294573,250,0.294573,564
YBL068W,-0.294287,5059,0.294287,565
YPL090C,0.294004,251,0.294004,566
YOR319W,0.293908,252,0.293908,567
YBL039C,-0.293834,5058,0.293834,568
YER123W,0.293265,253,0.293265,569
YML111W,0.292922,254,0.292922,570
YGR192C,0.292903,255,0.292903,571
YDR455C,-0.292794,5057,0.292794,572
YNL056W,-0.292417,5056,0.292417,573
YLR378C,-0.292256,5055,0.292256,574
YGL045W,0.292204,256,0.292204,575
YGR091W,0.291768,257,0.291768,576
YBR102C,0.29146,258,0.29146,577
YOR329C,0.291379,259,0.291379,578
YHR040W,0.290909,260,0.290909,579
YKR094C,0.290328,261,0.290328,580
YDL059C,-0.290222,5054,0.290222,581
YGR013W,0.289989,262,0.289989,582
YGR231C,-0.289486,5053,0.289486,583
YDR267C,0.289454,263,0.289454,584
YDR182W,0.288787,264,0.288787,585
YDR524C-B,-0.288569,5052,0.288569,586
YOR195W,-0.287841,5051,0.287841,587
YPR137W,0.286826,265,0.286826,588
YKL120W,0.286815,266,0.286815,589
YDR168W,0.286757,267,0.286757,590
YKL006W,-0.286334,5050,0.286334,591
YLR089C,0.286178,268,0.286178,592
YLR264W,0.285783,269,0.285783,593
YNL131W,-0.28541,5049,0.28541,594
YGR030C,0.285245,270,0.285245,595
YDL061C,0.284443,271,0.284443,596
YGL215W,-0.282955,5048,0.282955,597
YFR031C-A,0.282723,272,0.282723,598
YNL006W,-0.282333,5047,0.282333,599
YIR004W,-0.282329,5046,0.282329,600
YMR272C,-0.282209,5045,0.282209,601
YOR069W,-0.281643,5044,0.281643,602
YBR157C,0.281257,273,0.281257,603
YLR451W,0.280431,274,0.280431,604
YDR372C,-0.280051,5043,0.280051,605
YMR054W,0.279761,275,0.279761,606
YBR025C,0.279285,276,0.279285,607
YGR060W,0.279029,277,0.279029,608
YJR070C,0.278763,278,0.278763,609
YEL003W,0.278579,279,0.278579,610
YPL077C,0.278405,280,0.278405,611
YLR163C,-0.278133,5042,0.278133,612
YJL183W,-0.277895,5041,0.277895,613
YPL226W,-0.277852,5040,0.277852,614
YDR527W,-0.277634,5039,0.277634,615
YCR047C,-0.277513,5038,0.277513,616
YBR165W,-0.27625,5037,0.27625,617
YKL176C,0.276183,281,0.276183,618
YNL132W,0.275616,282,0.275616,619
YJR117W,-0.275359,5036,0.275359,620
YNL010W,0.275301,283,0.275301,621
YPR129W,0.275205,284,0.275205,622
YNL288W,-0.274449,5035,0.274449,623
YPR130C,0.274027,285,0.274027,624
YIL034C,0.273971,286,0.273971,625
YKL032C,-0.273836,5034,0.273836,626
YLR262C,0.273534,287,0.273534,627
YHR194W,-0.272781,5033,0.272781,628
YFL025C,-0.271646,5032,0.271646,629
YKL116C,-0.271555,5031,0.271555,630
YDR238C,0.271455,288,0.271455,631
YDR463W,-0.27136,5030,0.27136,632
YBR023C,-0.271119,5029,0.271119,633
YER126C,-0.270657,5028,0.270657,634
YDR235W,0.27037,289,0.27037,635
YDR532C,-0.270362,5027,0.270362,636
YPL256C,-0.270333,5026,0.270333,637
YFR019W,-0.269464,5025,0.269464,638
YMR077C,0.269151,290,0.269151,639
YLR111W,0.269021,291,0.269021,640
YPR018W,-0.269007,5024,0.269007,641
YER145C,-0.268868,5023,0.268868,642
YOL064C,0.268646,292,0.268646,643
YOR326W,0.268488,293,0.268488,644
YNL154C,0.268383,294,0.268383,645
YNL167C,0.268056,295,0.268056,646
YIL140W,-0.26768,5022,0.26768,647
YGR077C,-0.266215,5021,0.266215,648
YOR089C,-0.26594,5020,0.26594,649
YPR176C,-0.265117,5019,0.265117,650
YGR166W,-0.264586,5018,0.264586,651
YML121W,-0.264471,5017,0.264471,652
YLR119W,-0.264269,5016,0.264269,653
YOR196C,-0.264225,5015,0.264225,654
YDR308C,-0.263129,5014,0.263129,655
YBR175W,0.263043,296,0.263043,656
YHR167W,-0.262933,5013,0.262933,657
YER159C,0.262574,297,0.262574,658
YIL116W,0.262378,298,0.262378,659
YJL127C,-0.26204,5012,0.26204,660
YDR207C,0.262001,299,0.262001,661
