ORF,GFP_R12,rank_GFP,abs,rank_abs
YDR368W,0.025535,2165,0.025535,4165
YPL149W,-0.025498,3373,0.025498,4166
YHR132C,0.025449,2166,0.025449,4167
YDL131W,0.025408,2167,0.025408,4168
YJL092W,-0.025393,3372,0.025393,4169
YLR179C,0.025389,2168,0.025389,4170
YOL013W-A,-0.02535,3371,0.02535,4171
YHL001W,0.02533,2169,0.02533,4172
YBR148W,0.025302,2170,0.025302,4173
YPR158W,0.025252,2171,0.025252,4174
YLR080W,0.02525,2172,0.02525,4175
YMR262W,0.025209,2173,0.025209,4176
YLL028W,0.025204,2174,0.025204,4177
YOR193W,0.0252,2175,0.0252,4178
YEL020C,0.025163,2176,0.025163,4179
YGR256W,0.025145,2177,0.025145,4180
YDR173C,-0.025128,3370,0.025128,4181
YNL314W,0.025116,2178,0.025116,4182
YDR529C,0.025066,2179,0.025066,4183
YNL310C,-0.025064,3369,0.025064,4184
YGL104C,0.025009,2180,0.025009,4185
YHR021W-A,0.025003,2181,0.025003,4186
YDR057W,-0.024969,3368,0.024969,4187
YLR329W,-0.024948,3367,0.024948,4188
YLL060C,0.024933,2182,0.024933,4189
YGR235C,-0.024926,3366,0.024926,4190
YMR157C,-0.024906,3364,0.024906,4191
YDR066C,-0.024906,3365,0.024906,4192
YLL004W,0.024869,2183,0.024869,4193
YEL014C,0.024863,2184,0.024863,4194
YNL086W,-0.024849,3363,0.024849,4195
YDR436W,-0.024843,3362,0.024843,4196
YPL046C,-0.024839,3361,0.024839,4197
YBR296C,0.02482,2185,0.02482,4198
YDR073W,0.024814,2186,0.024814,4199
YPR098C,0.024812,2187,0.024812,4200
YPR092W,0.024807,2188,0.024807,4201
YOR007C,0.024802,2189,0.024802,4202
YMR088C,0.024722,2190,0.024722,4203
YNL002C,0.024697,2191,0.024697,4204
YLL063C,0.024657,2192,0.024657,4205
YNL304W,-0.024613,3360,0.024613,4206
YDR537C,-0.024599,3359,0.024599,4207
YHL047C,0.024552,2193,0.024552,4208
YOL028C,-0.024542,3358,0.024542,4209
YGL041C-B,-0.024471,3357,0.024471,4210
YOR021C,0.024461,2194,0.024461,4211
YDL018C,-0.02441,3356,0.02441,4212
YGL085W,0.02437,2195,0.02437,4213
YAR047C,0.02429,2196,0.02429,4214
YIR031C,0.024258,2197,0.024258,4215
YOL091W,0.024245,2198,0.024245,4216
YOR020W-A,-0.024238,3355,0.024238,4217
YLR103C,-0.024226,3354,0.024226,4218
YJL020C,-0.024188,3353,0.024188,4219
YIL041W,-0.024178,3352,0.024178,4220
YGL231C,0.024175,2199,0.024175,4221
YJL093C,0.024162,2200,0.024162,4222
YJR055W,-0.024162,3351,0.024162,4223
YNL259C,-0.024134,3350,0.024134,4224
YLR169W,-0.024114,3349,0.024114,4225
YKR004C,0.024085,2201,0.024085,4226
YER150W,-0.02405,3348,0.02405,4227
YLL019C,-0.024004,3347,0.024004,4228
YGR025W,0.023974,2202,0.023974,4229
YPR073C,-0.023959,3346,0.023959,4230
YPR195C,-0.023958,3345,0.023958,4231
YOR288C,-0.023922,3344,0.023922,4232
YKL140W,-0.023921,3343,0.023921,4233
YFL024C,-0.02392,3342,0.02392,4234
YOR227W,0.02391,2203,0.02391,4235
YLR457C,-0.023899,3341,0.023899,4236
YBR084C-A,-0.02382,3340,0.02382,4237
YAL059W,-0.02377,3339,0.02377,4238
YGL003C,0.023755,2204,0.023755,4239
YNL106C,-0.023736,3338,0.023736,4240
YMR132C,-0.023701,3337,0.023701,4241
YNL042W-B,-0.023669,3336,0.023669,4242
YHR110W,-0.023662,3335,0.023662,4243
YBR292C,0.02366,2205,0.02366,4244
YHL042W,-0.02366,3334,0.02366,4245
YKL070W,0.023658,2206,0.023658,4246
YPR109W,0.023643,2207,0.023643,4247
YLR263W,-0.023586,3333,0.023586,4248
YNL280C,0.023542,2208,0.023542,4249
YGR050C,0.023536,2209,0.023536,4250
YHR103W,-0.023512,3332,0.023512,4251
YLR258W,-0.023507,3331,0.023507,4252
YOR039W,-0.023475,3330,0.023475,4253
YFL012W,-0.023455,3329,0.023455,4254
YKL047W,-0.023378,3328,0.023378,4255
YDL127W,0.023359,2210,0.023359,4256
YCL022C,0.023312,2211,0.023312,4257
YEL059W,0.023304,2212,0.023304,4258
YML058W-A,-0.0233,3327,0.0233,4259
YAL014C,-0.023283,3326,0.023283,4260
YNL330C,-0.023279,3325,0.023279,4261
YGR197C,-0.023275,3324,0.023275,4262
YLL033W,-0.023259,3323,0.023259,4263
YKR064W,0.02323,2213,0.02323,4264
YFR024C,0.023216,2214,0.023216,4265
YOL037C,-0.023214,3322,0.023214,4266
YPL022W,0.023212,2215,0.023212,4267
YCR062W,0.023197,2216,0.023197,4268
YDL048C,0.023185,2217,0.023185,4269
YPL064C,0.023147,2218,0.023147,4270
YMR156C,-0.023115,3321,0.023115,4271
YPR142C,0.023064,2219,0.023064,4272
YLR142W,0.023052,2220,0.023052,4273
YMR222C,0.023016,2221,0.023016,4274
YDR030C,-0.023013,3320,0.023013,4275
YDR098C,0.022947,2222,0.022947,4276
YOL082W,-0.022944,3319,0.022944,4277
YNL217W,0.022902,2223,0.022902,4278
YJL144W,0.02288,2224,0.02288,4279
YDR151C,0.022875,2225,0.022875,4280
YER101C,0.022848,2226,0.022848,4281
YER067C-A,-0.022843,3318,0.022843,4282
YNL327W,-0.022816,3317,0.022816,4283
YGL090W,0.022811,2227,0.022811,4284
YPL034W,0.022809,2228,0.022809,4285
YOR371C,0.022804,2229,0.022804,4286
YCR030C,0.022754,2230,0.022754,4287
YNL295W,-0.022746,3316,0.022746,4288
YIL040W,0.022693,2231,0.022693,4289
YFL030W,-0.022677,3315,0.022677,4290
YLR365W,-0.022672,3314,0.022672,4291
YML101C,-0.022662,3313,0.022662,4292
YML087C,-0.022654,3312,0.022654,4293
YGL234W,-0.022646,3311,0.022646,4294
YNL165W,-0.022641,3310,0.022641,4295
YHR046C,0.022639,2232,0.022639,4296
YIR017C,0.022594,2233,0.022594,4297
YHR136C,-0.022586,3309,0.022586,4298
YNL328C,-0.022583,3308,0.022583,4299
YER121W,0.022558,2234,0.022558,4300
YPL277C,-0.022548,3307,0.022548,4301
YMR266W,0.022489,2235,0.022489,4302
YPL185W,-0.02248,3306,0.02248,4303
YGL076C,-0.022405,3305,0.022405,4304
YKL221W,0.022376,2236,0.022376,4305
YDR406W,0.022363,2237,0.022363,4306
YBR213W,-0.022352,3304,0.022352,4307
YMR206W,-0.022337,3303,0.022337,4308
YIL163C,0.022335,2238,0.022335,4309
YCL028W,0.022326,2239,0.022326,4310
YMR085W,-0.022296,3302,0.022296,4311
YJR052W,0.022287,2240,0.022287,4312
YCR073W-A,-0.022272,3301,0.022272,4313
YKL201C,-0.022252,3300,0.022252,4314
YDR210W,0.022249,2241,0.022249,4315
YML042W,0.02221,2242,0.02221,4316
YCR022C,-0.022198,3299,0.022198,4317
YJL138C,-0.022169,3298,0.022169,4318
YFL027C,0.022135,2243,0.022135,4319
YIL089W,0.022129,2244,0.022129,4320
YPL037C,-0.022126,3297,0.022126,4321
YDR077W,-0.022125,3296,0.022125,4322
YJL089W,-0.022114,3295,0.022114,4323
YOR171C,-0.022109,3294,0.022109,4324
YJR046W,0.022082,2245,0.022082,4325
YMR175W,-0.022075,3292,0.022075,4326
YBR059C,-0.022075,3293,0.022075,4327
YJL141C,0.022049,2246,0.022049,4328
YDL164C,0.022044,2247,0.022044,4329
YER001W,0.022023,2248,0.022023,4330
YDR171W,0.02202,2249,0.02202,4331
YDR408C,-0.022014,3291,0.022014,4332
YIL097W,0.021997,2250,0.021997,4333
YPL033C,0.021959,2251,0.021959,4334
YOR364W,-0.021955,3290,0.021955,4335
YML118W,-0.021944,3289,0.021944,4336
YPR002W,-0.021914,3288,0.021914,4337
YCR077C,-0.021912,3287,0.021912,4338
YIL027C,-0.021905,3286,0.021905,4339
YLL062C,0.021884,2252,0.021884,4340
YBR046C,0.021869,2253,0.021869,4341
YMR304C-A,0.021838,2254,0.021838,4342
YIL009C-A,-0.021818,3285,0.021818,4343
YKL071W,0.021813,2255,0.021813,4344
YOL038C-A,0.021796,2256,0.021796,4345
YBR030W,-0.021777,3284,0.021777,4346
YJL199C,0.021772,2257,0.021772,4347
YDR309C,-0.021761,3283,0.021761,4348
YOR345C,0.021708,2258,0.021708,4349
YLR353W,0.021687,2259,0.021687,4350
YMR185W,0.021662,2260,0.021662,4351
YNL320W,-0.02166,3282,0.02166,4352
YDR102C,-0.021657,3281,0.021657,4353
YDL109C,-0.021653,3280,0.021653,4354
YAR019C,0.02165,2261,0.02165,4355
YJR151W-A,0.021636,2262,0.021636,4356
YKL127W,-0.021614,3279,0.021614,4357
YPL134C,0.021591,2263,0.021591,4358
YMR175W-A,0.021572,2264,0.021572,4359
YBR239C,-0.021567,3278,0.021567,4360
YFR045W,-0.021558,3277,0.021558,4361
YBL005W,0.021516,2265,0.021516,4362
YDR332W,0.021463,2266,0.021463,4363
YMR007W,0.021461,2267,0.021461,4364
YOR386W,-0.021435,3276,0.021435,4365
YPR097W,-0.021426,3275,0.021426,4366
YNL277W,-0.021343,3274,0.021343,4367
YDR491C,0.021334,2268,0.021334,4368
YER045C,-0.021334,3273,0.021334,4369
YDL234C,0.021326,2269,0.021326,4370
YPL163C,0.021293,2270,0.021293,4371
YOR111W,0.021274,2271,0.021274,4372
YBR300C,0.021245,2272,0.021245,4373
YML100W-A,-0.021241,3272,0.021241,4374
YDR539W,0.021181,2273,0.021181,4375
YMR246W,-0.021176,3271,0.021176,4376
YPR021C,-0.021142,3270,0.021142,4377
YJR075W,0.021119,2274,0.021119,4378
YBR146W,0.021114,2275,0.021114,4379
YBR067C,0.021039,2276,0.021039,4380
YKR011C,0.021018,2277,0.021018,4381
YHR207C,0.021015,2278,0.021015,4382
YPR185W,0.020992,2279,0.020992,4383
YKR080W,-0.020962,3269,0.020962,4384
YLL015W,0.020937,2280,0.020937,4385
YLR445W,-0.020839,3268,0.020839,4386
YOR128C,0.020828,2281,0.020828,4387
YKL117W,-0.02082,3267,0.02082,4388
YGR017W,0.020797,2282,0.020797,4389
YHR138C,0.020751,2283,0.020751,4390
YGL037C,0.020734,2284,0.020734,4391
YDR386W,-0.020729,3266,0.020729,4392
YPL125W,0.020718,2285,0.020718,4393
YNR002C,-0.02071,3265,0.02071,4394
YNL239W,0.020694,2286,0.020694,4395
YEL017C-A,-0.020674,3264,0.020674,4396
YDR371W,-0.020645,3263,0.020645,4397
YGR225W,0.020599,2287,0.020599,4398
YDR275W,0.0205,2288,0.0205,4399
YGL237C,-0.020487,3262,0.020487,4400
YMR016C,0.020476,2289,0.020476,4401
YBL042C,0.020476,2290,0.020476,4402
YDR401W,-0.020471,3261,0.020471,4403
YML082W,-0.020459,3260,0.020459,4404
YOR365C,0.020431,2291,0.020431,4405
YJL109C,0.020418,2292,0.020418,4406
YBR263W,0.020368,2293,0.020368,4407
YPL015C,-0.020357,3259,0.020357,4408
YLR406C-A,-0.020352,3258,0.020352,4409
YLR312C,0.020327,2294,0.020327,4410
YGR124W,-0.020296,3257,0.020296,4411
YOR178C,-0.020282,3256,0.020282,4412
YLR376C,-0.02026,3255,0.02026,4413
YPR155C,-0.020254,3254,0.020254,4414
YGL002W,0.020148,2295,0.020148,4415
YJL157C,-0.020136,3253,0.020136,4416
YGL036W,0.020098,2296,0.020098,4417
YNR003C,-0.020082,3252,0.020082,4418
YDR326C,-0.020062,3251,0.020062,4419
YNL134C,-0.020046,3250,0.020046,4420
YBR022W,-0.020041,3249,0.020041,4421
YFL046W,-0.020012,3248,0.020012,4422
YDR198C,0.020008,2297,0.020008,4423
YDR115W,-0.01998,3247,0.01998,4424
YBR226C,0.019965,2298,0.019965,4425
YNL044W,0.019956,2299,0.019956,4426
YJL126W,0.019954,2300,0.019954,4427
YOL118C,0.019952,2301,0.019952,4428
YKR004C-A,0.019908,2302,0.019908,4429
YLR294C,-0.019887,3245,0.019887,4430
YLR117C,-0.019887,3246,0.019887,4431
YGR209C,0.019851,2303,0.019851,4432
YGR010W,0.019832,2304,0.019832,4433
YLL016W,0.019787,2305,0.019787,4434
YDR011W,0.019752,2306,0.019752,4435
YGL077C,-0.019737,3244,0.019737,4436
YLR164W,0.019734,2307,0.019734,4437
YKL128C,-0.019734,3243,0.019734,4438
YLR450W,0.019719,2308,0.019719,4439
YGR201C,-0.019713,3242,0.019713,4440
YHR209W,0.019708,2309,0.019708,4441
YKR026C,-0.019697,3241,0.019697,4442
YDR411C,0.019688,2310,0.019688,4443
YHL046C,0.019685,2311,0.019685,4444
YIL115C,-0.019631,3240,0.019631,4445
YOR264W,-0.019614,3239,0.019614,4446
YDR217C,-0.019595,3238,0.019595,4447
YDR250C,0.019563,2312,0.019563,4448
YNL129W,-0.019538,3237,0.019538,4449
YDR425W,-0.019523,3236,0.019523,4450
YNL333W,-0.019518,3235,0.019518,4451
YGR181W,0.019508,2313,0.019508,4452
YHL034C,0.019481,2314,0.019481,4453
YFR028C,0.019481,2315,0.019481,4454
YKR009C,0.019464,2316,0.019464,4455
YHR114W,0.019458,2317,0.019458,4456
YBR203W,0.019454,2318,0.019454,4457
YDR324C,-0.019423,3234,0.019423,4458
YIL093C,0.019418,2319,0.019418,4459
YKL211C,-0.019407,3233,0.019407,4460
YLR002C,-0.019397,3232,0.019397,4461
YPL110C,0.019269,2320,0.019269,4462
YBR186W,0.019248,2321,0.019248,4463
YGR052W,0.019231,2322,0.019231,4464
YNL147W,0.01922,2323,0.01922,4465
YPL230W,-0.019148,3231,0.019148,4466
YMR052C-A,0.019143,2324,0.019143,4467
YLR449W,0.019141,2325,0.019141,4468
YNR012W,0.019131,2326,0.019131,4469
YCR083W,0.019126,2327,0.019126,4470
YDR084C,-0.019124,3230,0.019124,4471
YBL043W,0.019082,2328,0.019082,4472
YPR095C,0.01904,2329,0.01904,4473
YNL319W,-0.019021,3229,0.019021,4474
YPL136W,0.019018,2330,0.019018,4475
YOR222W,-0.018984,3228,0.018984,4476
YDL049C,0.018983,2331,0.018983,4477
YBR047W,0.018978,2332,0.018978,4478
YER096W,0.018975,2333,0.018975,4479
YPR132W,0.018892,2334,0.018892,4480
YDL085C-A,0.018887,2335,0.018887,4481
YGR021W,0.018872,2336,0.018872,4482
YBR178W,-0.018859,3227,0.018859,4483
YBR050C,0.018779,2337,0.018779,4484
YBR281C,0.018706,2338,0.018706,4485
YOR230W,0.018698,2339,0.018698,4486
YIL070C,0.018651,2340,0.018651,4487
YCR006C,0.018639,2341,0.018639,4488
YPR186C,-0.018638,3226,0.018638,4489
YJL116C,0.018637,2342,0.018637,4490
YDR478W,-0.018634,3225,0.018634,4491
YOR298W,-0.01857,3224,0.01857,4492
YPR121W,0.018565,2343,0.018565,4493
YPL171C,0.018531,2344,0.018531,4494
YHR131C,0.018494,2345,0.018494,4495
YMR303C,-0.018488,3223,0.018488,4496
YBR093C,0.018473,2346,0.018473,4497
YBR262C,0.018465,2347,0.018465,4498
YBR232C,-0.018457,3222,0.018457,4499
YBL064C,-0.018424,3221,0.018424,4500
YOR119C,0.018411,2348,0.018411,4501
YOR368W,-0.018365,3220,0.018365,4502
YDL134C,-0.018363,3219,0.018363,4503
YGR078C,0.018343,2349,0.018343,4504
YIL024C,0.018342,2350,0.018342,4505
YPL117C,-0.018318,3218,0.018318,4506
YMR168C,-0.018307,3217,0.018307,4507
YOR189W,-0.018243,3216,0.018243,4508
YNL318C,0.018232,2351,0.018232,4509
YKL068W-A,-0.018206,3215,0.018206,4510
YBR245C,0.018183,2352,0.018183,4511
YNL275W,0.018143,2353,0.018143,4512
YML091C,0.018133,2354,0.018133,4513
YML038C,-0.01813,3214,0.01813,4514
YGL096W,0.018116,2355,0.018116,4515
YHR182W,-0.018104,3212,0.018104,4516
YDL024C,-0.018104,3213,0.018104,4517
YOL132W,0.018078,2356,0.018078,4518
YDR094W,-0.018067,3211,0.018067,4519
YFL051C,0.018065,2357,0.018065,4520
YJR146W,-0.018044,3210,0.018044,4521
YLR232W,0.01804,2358,0.01804,4522
YOR122C,-0.018039,3209,0.018039,4523
YDR387C,-0.018002,3208,0.018002,4524
YBL101W-C,0.017913,2359,0.017913,4525
YBR236C,-0.01791,3207,0.01791,4526
YHR063C,0.017891,2360,0.017891,4527
YNR073C,-0.017839,3206,0.017839,4528
YMR230W-A,0.017803,2361,0.017803,4529
YFL035C-B,0.01778,2362,0.01778,4530
YHR150W,-0.01774,3205,0.01774,4531
YNL103W,0.017725,2363,0.017725,4532
YJL194W,-0.017711,3204,0.017711,4533
YIL120W,-0.017709,3203,0.017709,4534
YCR106W,-0.017696,3202,0.017696,4535
YLR192C,-0.017692,3201,0.017692,4536
YCL051W,0.017685,2364,0.017685,4537
YLR129W,0.017648,2365,0.017648,4538
YBR057C,-0.017561,3200,0.017561,4539
YOR087W,0.01755,2366,0.01755,4540
YML022W,0.017389,2367,0.017389,4541
YJL036W,0.01738,2368,0.01738,4542
YDR423C,-0.017369,3199,0.017369,4543
YPL257W,0.017365,2369,0.017365,4544
YDR322C-A,-0.017357,3198,0.017357,4545
YBR272C,0.01732,2370,0.01732,4546
YBR157C,-0.017308,3196,0.017308,4547
YBR254C,-0.017308,3197,0.017308,4548
YGR126W,0.017275,2371,0.017275,4549
YLR343W,0.017275,2372,0.017275,4550
YDR124W,-0.017267,3195,0.017267,4551
YMR316C-A,-0.017256,3194,0.017256,4552
YPR146C,0.017207,2373,0.017207,4553
YOR252W,0.017201,2374,0.017201,4554
YGR080W,-0.017182,3193,0.017182,4555
YBR042C,-0.017168,3192,0.017168,4556
YIR020C,-0.017158,3191,0.017158,4557
YGR169C,0.017126,2375,0.017126,4558
YCR061W,-0.017103,3190,0.017103,4559
YIL043C,0.017079,2376,0.017079,4560
YPL053C,0.017063,2377,0.017063,4561
YBR183W,0.017034,2378,0.017034,4562
YAL008W,-0.017027,3189,0.017027,4563
YIL005W,0.017021,2379,0.017021,4564
YMR096W,-0.016999,3188,0.016999,4565
YNL253W,-0.016993,3187,0.016993,4566
YJR104C,0.016978,2380,0.016978,4567
YFL028C,-0.016966,3186,0.016966,4568
YFR056C,0.016955,2381,0.016955,4569
YEL043W,-0.016936,3185,0.016936,4570
YPL085W,0.016918,2382,0.016918,4571
YOR149C,0.016899,2383,0.016899,4572
YLR031W,0.016882,2384,0.016882,4573
YAL029C,0.016866,2385,0.016866,4574
YDR513W,0.016864,2386,0.016864,4575
YOR010C,-0.016856,3184,0.016856,4576
YNL222W,0.016843,2387,0.016843,4577
YER182W,-0.016769,3183,0.016769,4578
YEL016C,0.016739,2388,0.016739,4579
YGL067W,0.016716,2389,0.016716,4580
YDR178W,-0.016696,3182,0.016696,4581
YLR070C,-0.016643,3181,0.016643,4582
YPL177C,-0.016592,3180,0.016592,4583
YLR228C,0.016534,2390,0.016534,4584
YDR014W,0.016521,2391,0.016521,4585
YNR049C,0.016496,2392,0.016496,4586
YDR304C,-0.016482,3179,0.016482,4587
YLR220W,-0.016454,3178,0.016454,4588
YDL077C,0.016424,2393,0.016424,4589
YJR119C,0.016391,2394,0.016391,4590
YHR210C,-0.016378,3177,0.016378,4591
YBR137W,-0.016322,3176,0.016322,4592
YBR130C,0.016265,2395,0.016265,4593
YDR256C,0.016264,2396,0.016264,4594
YPR054W,-0.016258,3175,0.016258,4595
YBR019C,-0.016239,3174,0.016239,4596
YMR160W,0.016177,2397,0.016177,4597
YIR038C,0.01616,2398,0.01616,4598
YFR032C,0.016156,2399,0.016156,4599
YOR364W,0.016148,2400,0.016148,4600
YLR180W,0.016143,2401,0.016143,4601
YMR005W,0.016075,2402,0.016075,4602
YBR020W,-0.016043,3173,0.016043,4603
YPL202C,0.016017,2403,0.016017,4604
YHL035C,-0.016,3172,0.016,4605
YJR061W,0.015968,2404,0.015968,4606
YMR288W,0.015966,2405,0.015966,4607
YLL010C,0.015945,2406,0.015945,4608
YMR210W,-0.015914,3171,0.015914,4609
YFR048W,-0.015897,3170,0.015897,4610
YCR075C,0.015882,2407,0.015882,4611
YDR133C,0.015868,2408,0.015868,4612
YER066C-A,-0.015848,3169,0.015848,4613
YAR050W,0.015839,2409,0.015839,4614
YBR111C,-0.015815,3168,0.015815,4615
YOL002C,0.015781,2410,0.015781,4616
YOL029C,-0.015744,3167,0.015744,4617
YHL026C,-0.015708,3166,0.015708,4618
YEL010W,0.015684,2411,0.015684,4619
YEL023C,-0.015663,3165,0.015663,4620
YGL017W,0.015655,2412,0.015655,4621
YMR233W,0.015648,2413,0.015648,4622
YML059C,-0.015617,3164,0.015617,4623
YDR484W,0.015612,2414,0.015612,4624
YCR102C,-0.015604,3163,0.015604,4625
YOR009W,0.0156,2415,0.0156,4626
YAL065C,0.015598,2416,0.015598,4627
YPL219W,-0.015575,3162,0.015575,4628
YBR142W,-0.015564,3161,0.015564,4629
YPL067C,-0.015538,3160,0.015538,4630
YDR001C,0.015482,2417,0.015482,4631
YIR018C-A,-0.015476,3159,0.015476,4632
YFR044C,0.015472,2418,0.015472,4633
YGL191W,-0.015466,3158,0.015466,4634
YDR063W,0.015462,2419,0.015462,4635
YKL202W,0.015418,2420,0.015418,4636
YLL030C,-0.015412,3157,0.015412,4637
YMR125W,0.015406,2421,0.015406,4638
YDR060W,-0.01538,3156,0.01538,4639
YDL119C,-0.015372,3155,0.015372,4640
YCL006C,-0.015366,3154,0.015366,4641
YLR221C,0.015348,2422,0.015348,4642
YCL026C,-0.015329,3153,0.015329,4643
YGR026W,-0.0153,3152,0.0153,4644
YNL277W-A,0.015232,2423,0.015232,4645
YER005W,-0.015221,3151,0.015221,4646
YMR086W,-0.015199,3150,0.015199,4647
YBR033W,-0.01515,3149,0.01515,4648
YOR380W,-0.015131,3148,0.015131,4649
YPR076W,0.015118,2424,0.015118,4650
YNL195C,0.015117,2425,0.015117,4651
YLR305C,0.015065,2426,0.015065,4652
YDR415C,0.015038,2427,0.015038,4653
YBR286W,-0.015022,3147,0.015022,4654
YAR042W,0.014995,2428,0.014995,4655
YOR013W,0.014992,2429,0.014992,4656
YKL215C,0.014949,2430,0.014949,4657
YDR109C,-0.014934,3146,0.014934,4658
YLR271W,0.014912,2431,0.014912,4659
YBL039W-A,0.014892,2432,0.014892,4660
YLR090W,0.014879,2433,0.014879,4661
YDR352W,0.014874,2434,0.014874,4662
YLR059C,-0.014811,3145,0.014811,4663
YLR348C,-0.014794,3144,0.014794,4664
YGR238C,-0.014786,3143,0.014786,4665
YHR039C,0.014763,2435,0.014763,4666
YJL181W,0.014758,2436,0.014758,4667
YGR203W,0.014753,2437,0.014753,4668
YOL048C,0.014742,2438,0.014742,4669
YDL161W,-0.014735,3142,0.014735,4670
YML125C,0.014712,2439,0.014712,4671
YGR174W-A,0.014703,2440,0.014703,4672
YGR282C,-0.014675,3141,0.014675,4673
YPR006C,0.014664,2441,0.014664,4674
YDR287W,-0.014664,3140,0.014664,4675
YOR245C,-0.014595,3139,0.014595,4676
YOL080C,0.014587,2442,0.014587,4677
YML011C,-0.014567,3138,0.014567,4678
YHR075C,0.014499,2443,0.014499,4679
YMR265C,0.014497,2444,0.014497,4680
YDR251W,0.01447,2445,0.01447,4681
YBR222C,0.014465,2446,0.014465,4682
YOR025W,-0.014443,3137,0.014443,4683
YFL041W-A,0.014373,2447,0.014373,4684
YCL052C,0.014352,2448,0.014352,4685
YBR240C,-0.014352,3136,0.014352,4686
YAL028W,-0.014255,3135,0.014255,4687
YDL139C,0.014233,2449,0.014233,4688
YAL004W,0.014218,2450,0.014218,4689
YKR099C-A,-0.014203,3134,0.014203,4690
YER056C,-0.014202,3133,0.014202,4691
YDR490C,0.014123,2451,0.014123,4692
YGL258W,0.014057,2452,0.014057,4693
YIL090W,0.014056,2453,0.014056,4694
YPL210C,-0.014019,3132,0.014019,4695
YER113C,0.013988,2454,0.013988,4696
YGR142W,0.01395,2455,0.01395,4697
YDL128W,0.013948,2456,0.013948,4698
YCL001W,-0.013944,3131,0.013944,4699
YBR217W,-0.01394,3130,0.01394,4700
YEL041W,0.013885,2457,0.013885,4701
YDR213W,-0.01388,3129,0.01388,4702
YHR049W,-0.013877,3128,0.013877,4703
YMR209C,-0.01385,3127,0.01385,4704
YPL206C,-0.013831,3126,0.013831,4705
YMR164C,-0.013827,3125,0.013827,4706
YOR299W,-0.013801,3124,0.013801,4707
YDL134C-A,-0.013784,3123,0.013784,4708
YJL051W,-0.013769,3122,0.013769,4709
YJL191W,0.01374,2458,0.01374,4710
YFR007W,-0.013738,3121,0.013738,4711
YLR286C,0.013719,2459,0.013719,4712
YGR230W,0.013719,2460,0.013719,4713
YER024W,0.013701,2461,0.013701,4714
YLR134W,0.013699,2462,0.013699,4715
YDR471W,-0.013671,3120,0.013671,4716
YKL114C,0.013654,2463,0.013654,4717
YJL105W,0.013648,2464,0.013648,4718
YPR048W,-0.01363,3119,0.01363,4719
YJL163C,-0.013571,3118,0.013571,4720
YGL089C,-0.013543,3117,0.013543,4721
YBR230C,-0.013528,3116,0.013528,4722
YLR278C,0.013492,2465,0.013492,4723
YFR017C,-0.013461,3115,0.013461,4724
YIL132C,0.013379,2466,0.013379,4725
YDL174C,0.013363,2467,0.013363,4726
YPR041W,0.013347,2468,0.013347,4727
YNL283C,-0.013286,3114,0.013286,4728
YLL061W,-0.01327,3113,0.01327,4729
YIL152W,0.013229,2469,0.013229,4730
YBR283C,0.013207,2470,0.013207,4731
YMR253C,-0.013189,3112,0.013189,4732
YOL105C,0.013135,2471,0.013135,4733
YNR028W,0.013113,2472,0.013113,4734
YBR223C,0.013099,2473,0.013099,4735
YKR081C,0.013043,2474,0.013043,4736
YGR111W,0.013025,2475,0.013025,4737
YHR184W,-0.013014,3111,0.013014,4738
YDR467C,0.013013,2476,0.013013,4739
YIR042C,-0.013006,3110,0.013006,4740
YOR161C,-0.012989,3109,0.012989,4741
YGL235W,-0.012943,3108,0.012943,4742
YLL059C,-0.012935,3107,0.012935,4743
YLL011W,0.012922,2477,0.012922,4744
YIL105C,-0.012874,3106,0.012874,4745
YDL203C,0.01287,2478,0.01287,4746
YIL013C,-0.012854,3105,0.012854,4747
YDR169C,0.012852,2479,0.012852,4748
YML126C,0.012808,2480,0.012808,4749
YKR097W,0.012798,2481,0.012798,4750
YEL042W,0.012779,2482,0.012779,4751
YGR129W,0.012758,2483,0.012758,4752
YKL158W,-0.012758,3104,0.012758,4753
YDR381W,0.012751,2484,0.012751,4754
YJL066C,0.012707,2485,0.012707,4755
YAL061W,-0.012694,3103,0.012694,4756
YMR281W,0.012686,2486,0.012686,4757
YMR315W-A,-0.012678,3102,0.012678,4758
YMR239C,-0.012658,3101,0.012658,4759
YAR020C,0.012655,2487,0.012655,4760
YOL128C,0.012612,2488,0.012612,4761
YDL093W,-0.012611,3100,0.012611,4762
YHL043W,0.012505,2489,0.012505,4763
YER097W,-0.01246,3099,0.01246,4764
YLL044W,0.012454,2490,0.012454,4765
YKL121W,-0.012454,3098,0.012454,4766
YJL007C,0.012371,2491,0.012371,4767
YJL145W,0.012356,2492,0.012356,4768
YOL092W,0.012328,2493,0.012328,4769
YJL003W,-0.012225,3097,0.012225,4770
YOL015W,0.012222,2494,0.012222,4771
YPR114W,-0.012222,3096,0.012222,4772
YJR109C,-0.012204,3095,0.012204,4773
YDR105C,-0.012181,3094,0.012181,4774
YJL012C,0.012169,2495,0.012169,4775
YKR078W,0.012157,2496,0.012157,4776
YOR160W,-0.012151,3093,0.012151,4777
YLR318W,0.012129,2497,0.012129,4778
YDR191W,0.012126,2498,0.012126,4779
YML013W,0.012115,2499,0.012115,4780
YHL013C,0.012108,2500,0.012108,4781
YNL138W,-0.012094,3092,0.012094,4782
YHL006C,0.012075,2501,0.012075,4783
YGR163W,0.012041,2502,0.012041,4784
